Month,Line,Day Type,Crew Availability,External Factors,Infrastructure & Equipment,Operating Conditions,Planned ROW Work,Police & Medical
2025-07-01,4,2,1,0,19,36,20,34
2025-07-01,5,1,10,1,42,37,24,42
2025-07-01,5,2,3,0,5,17,5,12
2025-07-01,6,1,21,0,66,57,56,142
2025-07-01,6,2,12,0,10,20,15,32
2025-07-01,7,1,32,0,41,7,30,25
2025-07-01,7,2,18,0,16,6,3,11
2025-07-01,A,1,33,81,59,18,49,58
2025-07-01,A,2,8,20,20,6,18,20
2025-07-01,B,1,18,1,58,31,17,59
2025-07-01,C,1,12,0,39,54,17,46
2025-07-01,C,2,2,0,7,7,5,15
2025-07-01,D,1,26,0,81,15,48,77
2025-07-01,D,2,17,0,25,11,15,18
2025-07-01,E,1,9,0,75,36,68,54
2025-07-01,E,2,6,0,12,4,14,5
2025-07-01,F,1,19,3,113,36,80,101
2025-07-01,F,2,9,2,26,9,22,22
2025-07-01,G,1,8,0,42,13,54,17
2025-07-01,G,2,0,0,9,10,16,5
2025-07-01,JZ,1,11,2,34,22,28,43
2025-07-01,JZ,2,7,0,10,4,12,25
2025-07-01,L,1,13,0,52,6,46,31
2025-07-01,L,2,5,1,24,2,10,9
2025-07-01,M,1,19,0,57,35,17,44
2025-07-01,M,2,0,0,2,0,1,1
2025-07-01,N,1,30,4,101,28,68,97
2025-07-01,N,2,5,2,28,14,26,16
2025-07-01,Q,1,13,3,65,22,42,100
2025-07-01,Q,2,5,1,21,11,14,48
2025-07-01,R,1,7,0,73,26,21,63
2025-07-01,R,2,3,0,9,1,3,15
2025-07-01,S 42nd,1,0,0,0,0,0,3
2025-07-01,S 42nd,2,0,0,0,0,0,1
2025-07-01,S Fkln,1,0,0,1,0,1,1
2025-07-01,S Fkln,2,0,0,1,0,0,0
2025-07-01,S Rock,1,1,38,6,1,5,2
2025-07-01,S Rock,2,0,15,3,4,1,10
2025-08-01,1,1,37,2,70,34,37,59
2025-08-01,1,2,4,0,21,13,12,38
2025-08-01,2,1,45,0,51,72,57,57
2025-08-01,2,2,13,0,24,53,22,50
2025-08-01,3,1,31,1,30,22,32,38
2025-08-01,3,2,2,1,15,28,16,20
2025-08-01,4,1,29,0,49,24,47,52
2025-08-01,4,2,7,0,26,35,22,35
2025-08-01,5,1,22,1,39,34,16,55
2025-08-01,5,2,3,0,6,19,6,5
2025-08-01,6,1,26,1,77,63,47,93
2025-08-01,6,2,6,2,17,22,19,36
2025-08-01,7,1,45,0,30,19,33,37
2025-08-01,7,2,9,0,18,4,9,9
2025-08-01,A,1,37,43,60,28,50,36
2025-08-01,A,2,14,20,23,10,19,13
2025-08-01,B,1,9,1,48,19,16,52
2025-08-01,C,1,14,0,45,58,12,46
2025-08-01,C,2,5,0,11,18,5,11
2025-08-01,D,1,28,0,57,9,39,66
2025-08-01,D,2,10,1,22,5,18,28
2025-08-01,E,1,11,0,66,34,57,36
2025-08-01,E,2,6,1,6,2,23,8
2025-08-01,F,1,17,2,104,29,85,93
2025-08-01,F,2,10,0,30,7,32,25
2025-08-01,G,1,5,1,38,17,41,16
2025-08-01,G,2,2,0,4,5,19,6
2025-08-01,JZ,1,10,0,38,28,36,44
2025-08-01,JZ,2,3,1,12,4,18,19
2025-08-01,L,1,8,0,47,5,18,23
2025-08-01,L,2,9,0,18,1,8,6
2025-08-01,M,1,14,1,35,24,7,30
2025-08-01,M,2,3,0,4,0,2,3
2025-08-01,N,1,13,1,84,43,58,72
2025-08-01,N,2,4,1,31,16,31,35
2025-08-01,Q,1,14,0,53,34,50,79
2025-08-01,Q,2,6,2,25,12,14,38
2025-08-01,R,1,17,2,55,24,20,31
2025-08-01,R,2,1,0,11,1,6,6
2025-08-01,S 42nd,1,0,0,2,0,0,0
2025-08-01,S 42nd,2,0,0,0,0,0,0
2025-08-01,S Fkln,1,0,0,6,1,0,0
2025-08-01,S Fkln,2,0,0,0,0,1,0
2025-08-01,S Rock,1,0,21,4,1,5,7
2025-08-01,S Rock,2,0,27,4,2,2,4
2025-09-01,1,1,33,0,62,50,52,61
2025-09-01,1,2,9,1,16,8,14,25
2025-09-01,2,1,35,2,70,69,53,57
2025-09-01,2,2,7,0,22,47,30,29
2025-09-01,3,1,22,1,46,29,27,43
2025-09-01,3,2,9,0,12,25,13,30
2025-09-01,4,1,36,0,62,26,46,91
2025-09-01,4,2,7,3,18,30,22,27
2025-09-01,5,1,22,4,44,37,19,54
2025-09-01,5,2,1,0,5,13,10,4
2025-09-01,6,1,37,3,74,64,49,104
2025-09-01,6,2,4,0,13,24,22,22
2025-09-01,7,1,40,0,39,14,34,27
2025-09-01,7,2,8,0,6,6,13,17
2025-09-01,A,1,27,43,61,27,43,54
2025-09-01,A,2,7,23,19,8,30,25
2025-09-01,B,1,20,0,46,41,26,65
2025-09-01,C,1,21,1,23,71,12,51
2025-09-01,C,2,8,0,7,13,10,15
2025-09-01,D,1,20,2,43,14,31,48
2025-09-01,D,2,13,0,17,8,18,17
2025-09-01,E,1,8,0,69,24,52,42
2025-09-01,E,2,5,0,11,3,15,8
2025-09-01,F,1,18,2,96,41,75,81
2025-09-01,F,2,5,0,16,7,28,23
2025-09-01,G,1,8,0,22,17,54,17
2025-09-01,G,2,0,0,10,4,13,5
2025-09-01,JZ,1,11,1,24,24,32,51
2025-09-01,JZ,2,5,1,13,8,8,12
2025-09-01,L,1,8,0,47,6,28,27
2025-09-01,L,2,14,0,6,2,2,5
2025-09-01,M,1,13,0,55,17,3,33
2025-09-01,M,2,0,0,3,2,2,5
2025-09-01,N,1,24,0,85,34,58,88
2025-09-01,N,2,5,1,18,18,26,28
2025-09-01,Q,1,17,3,52,36,38,82
2025-09-01,Q,2,7,0,16,17,28,22
2025-09-01,R,1,12,1,43,13,12,43
2025-09-01,R,2,1,0,7,7,2,16
2025-09-01,S 42nd,1,0,0,2,0,0,1
2025-09-01,S 42nd,2,0,0,0,0,0,1
2025-09-01,S Fkln,1,0,0,0,0,0,1
2025-09-01,S Fkln,2,0,0,2,0,0,0
2025-09-01,S Rock,1,1,36,0,3,6,7
2025-09-01,S Rock,2,1,17,2,2,1,1
2025-10-01,1,1,20,2,62,69,32,95
2025-10-01,1,2,7,0,21,9,12,27
2025-10-01,2,1,28,0,52,72,57,84
2025-10-01,2,2,3,0,18,70,15,40
2025-10-01,3,1,15,0,42,35,25,44
2025-10-01,3,2,6,0,7,25,12,23
2025-10-01,4,1,32,1,46,27,36,82
2025-10-01,4,2,6,0,20,42,22,24
2025-10-01,5,1,19,1,38,42,12,70
2025-10-01,5,2,1,0,5,12,6,10
2025-10-01,6,1,20,1,62,82,50,133
2025-10-01,6,2,6,0,14,15,12,29
2025-10-01,7,1,28,2,47,17,51,26
2025-10-01,7,2,1,0,6,3,12,12
2025-10-01,A,1,28,49,106,28,54,66
2025-10-01,A,2,11,11,21,5,15,15
2025-10-01,B,1,19,2,58,42,32,52
2025-10-01,C,1,13,1,34,65,10,47
2025-10-01,C,2,4,0,8,7,14,12
2025-10-01,D,1,35,0,77,13,46,63
2025-10-01,D,2,12,0,24,8,19,18
2025-10-01,E,1,12,2,58,34,68,71
2025-10-01,E,2,4,0,9,2,14,10
2025-10-01,F,1,23,1,118,30,69,96
2025-10-01,F,2,5,1,14,3,23,14
2025-10-01,G,1,10,0,30,16,54,23
2025-10-01,G,2,2,0,4,6,15,8
2025-10-01,JZ,1,10,1,28,31,26,50
2025-10-01,JZ,2,5,0,5,2,10,14
2025-10-01,L,1,15,1,51,15,42,43
2025-10-01,L,2,0,0,7,4,5,5
2025-10-01,M,1,11,0,69,28,11,59
2025-10-01,M,2,2,0,4,0,3,1
2025-10-01,N,1,22,3,88,41,69,96
2025-10-01,N,2,7,0,20,16,24,32
2025-10-01,Q,1,26,4,64,39,62,104
2025-10-01,Q,2,6,3,12,11,22,41
2025-10-01,R,1,20,1,54,22,15,47
2025-10-01,R,2,7,0,8,3,3,11
2025-10-01,S 42nd,1,0,0,3,0,0,3
2025-10-01,S 42nd,2,0,0,0,0,0,0
2025-10-01,S Fkln,1,0,0,2,0,1,1
2025-10-01,S Fkln,2,0,0,1,0,1,3
2025-10-01,S Rock,1,0,22,1,7,8,2
2025-10-01,S Rock,2,0,2,0,0,0,1
2025-11-01,1,1,23,1,46,40,39,79
2025-11-01,1,2,12,2,22,3,11,37
2025-11-01,2,1,33,2,45,69,57,69
2025-11-01,2,2,11,1,27,47,22,46
2025-11-01,3,1,16,0,39,35,23,33
2025-11-01,3,2,9,0,10,29,5,22
2025-11-01,4,1,26,1,46,27,27,94
2025-11-01,4,2,10,0,22,40,22,36
2025-11-01,5,1,19,0,38,25,14,47
2025-11-01,5,2,2,1,7,20,4,10
2025-11-01,6,1,26,1,56,57,56,123
2025-11-01,6,2,10,0,21,26,33,40
2025-11-01,7,1,28,0,42,6,32,21
2025-11-01,7,2,7,1,17,8,23,19
2025-11-01,A,1,29,47,89,24,35,67
2025-11-01,A,2,12,32,42,2,28,41
2025-11-01,B,1,9,0,44,26,27,50
2025-11-01,C,1,9,0,19,10,4,38
2025-11-01,C,2,6,1,12,16,17,23
2025-11-01,D,1,23,1,52,19,39,67
2025-11-01,D,2,9,0,15,4,25,22
2025-11-01,E,1,9,0,59,26,53,62
2025-11-01,E,2,2,0,12,2,17,14
2025-11-01,F,1,16,0,77,34,58,91
2025-11-01,F,2,7,0,17,8,36,41
2025-11-01,G,1,5,0,26,14,41,27
2025-11-01,G,2,5,0,8,8,17,8
2025-11-01,JZ,1,4,0,26,25,23,44
2025-11-01,JZ,2,10,0,17,15,14,37
2025-11-01,L,1,19,0,45,4,31,27
2025-11-01,L,2,4,1,10,5,7,15
2025-11-01,M,1,13,1,41,22,2,32
2025-11-01,M,2,3,0,3,0,1,8
2025-11-01,N,1,14,0,80,61,50,96
2025-11-01,N,2,9,0,33,38,36,31
2025-11-01,Q,1,12,1,51,38,51,63
2025-11-01,Q,2,8,0,14,17,19,33
2025-11-01,R,1,13,1,40,23,12,52
2025-11-01,R,2,4,0,11,7,5,15
2025-11-01,S 42nd,1,0,0,1,0,0,3
2025-11-01,S 42nd,2,0,0,5,0,0,0
2025-11-01,S Fkln,1,0,0,1,0,2,0
2025-11-01,S Fkln,2,0,0,1,0,1,0
2025-11-01,S Rock,1,1,21,5,1,9,4
2025-11-01,S Rock,2,0,9,5,1,0,2
2025-12-01,1,1,20,12,59,47,29,120
2025-12-01,1,2,12,1,16,14,12,31
2025-12-01,2,1,48,1,72,85,51,114
2025-12-01,2,2,11,1,28,43,24,45
2025-12-01,3,1,28,0,36,51,14,58
2025-12-01,3,2,6,0,8,22,5,34
2025-12-01,4,1,27,1,58,39,44,99
2025-12-01,4,2,8,2,20,27,21,26
2025-12-01,5,1,26,4,55,27,11,87
2025-12-01,5,2,6,1,9,15,6,22
2025-12-01,6,1,27,1,83,78,33,137
2025-12-01,6,2,6,2,19,28,14,42
2025-12-01,7,1,65,3,62,20,20,26
2025-12-01,7,2,8,3,23,3,13,13
2025-12-01,A,1,28,43,83,38,43,82
2025-12-01,A,2,8,14,23,5,22,18
2025-12-01,B,1,12,1,43,39,20,64
2025-12-01,C,1,11,0,30,23,11,37
2025-12-01,C,2,4,0,7,19,5,16
2025-12-01,D,1,22,4,80,33,44,81
2025-12-01,D,2,8,0,20,10,15,32
2025-12-01,E,1,13,0,70,24,67,70
2025-12-01,E,2,1,0,13,4,18,14
2025-12-01,F,1,18,3,118,41,58,112
2025-12-01,F,2,6,6,29,10,20,35
2025-12-01,G,1,18,0,29,24,66,28
2025-12-01,G,2,1,1,2,5,9,4
2025-12-01,JZ,1,13,2,34,37,24,61
2025-12-01,JZ,2,5,5,11,3,5,14
2025-12-01,L,1,9,1,73,12,41,59
2025-12-01,L,2,5,0,19,1,6,15
2025-12-01,M,1,20,1,51,59,9,40
2025-12-01,M,2,1,1,6,3,3,3
2025-12-01,N,1,29,4,108,78,54,130
2025-12-01,N,2,5,1,37,20,19,34
2025-12-01,Q,1,11,3,55,43,55,97
2025-12-01,Q,2,3,1,18,13,21,30
2025-12-01,R,1,18,2,61,41,25,60
2025-12-01,R,2,3,0,13,5,10,14
2025-12-01,S 42nd,1,0,0,1,0,0,2
2025-12-01,S Fkln,1,0,1,7,0,0,4
2025-12-01,S Fkln,2,1,0,3,0,1,1
2025-12-01,S Rock,1,0,22,7,1,7,5
2025-12-01,S Rock,2,0,13,3,5,1,4
2026-01-01,1,1,20,6,58,40,30,89
2026-01-01,1,2,12,0,18,12,9,42
2026-01-01,2,1,26,4,59,59,45,124
2026-01-01,2,2,10,1,22,58,16,64
2026-01-01,3,1,12,2,22,44,19,56
2026-01-01,3,2,2,1,11,12,7,23
2026-01-01,4,1,14,2,56,27,41,93
2026-01-01,4,2,11,0,23,42,29,43
2026-01-01,5,1,17,3,39,42,10,66
2026-01-01,5,2,5,2,15,37,9,36
2026-01-01,6,1,25,1,71,65,39,142
2026-01-01,6,2,5,0,23,21,19,46
2026-01-01,7,1,28,1,44,7,17,21
2026-01-01,7,2,5,0,6,2,10,11
2026-01-01,A,1,17,32,87,31,37,69
2026-01-01,A,2,8,20,21,3,20,39
2026-01-01,B,1,15,1,49,28,13,43
2026-01-01,C,1,6,1,25,16,10,44
2026-01-01,C,2,6,3,12,17,9,25
2026-01-01,D,1,11,5,68,20,33,70
2026-01-01,D,2,4,1,19,3,24,41
2026-01-01,E,1,16,2,56,27,42,72
2026-01-01,E,2,4,0,8,2,16,19
2026-01-01,F,1,21,3,84,34,45,84
2026-01-01,F,2,4,0,18,7,27,37
2026-01-01,G,1,9,0,34,16,61,37
2026-01-01,G,2,2,0,8,3,7,4
2026-01-01,JZ,1,11,3,32,40,27,68
2026-01-01,JZ,2,4,1,10,11,11,35
2026-01-01,L,1,10,4,65,30,47,37
2026-01-01,L,2,3,1,25,10,8,13
2026-01-01,M,1,14,0,47,56,13,65
2026-01-01,M,2,3,0,8,1,0,9
2026-01-01,N,1,18,6,88,53,50,90
2026-01-01,N,2,2,2,33,19,29,40
2026-01-01,Q,1,13,7,73,43,40,68
2026-01-01,Q,2,3,1,27,14,20,37
2026-01-01,R,1,9,3,58,20,14,51
2026-01-01,R,2,7,0,8,3,4,25
2026-01-01,S 42nd,1,1,0,0,0,0,5
2026-01-01,S 42nd,2,1,0,0,0,0,2
2026-01-01,S Fkln,1,1,0,5,0,2,1
2026-01-01,S Fkln,2,0,0,0,0,0,1
2026-01-01,S Rock,1,1,14,8,3,4,6
2026-01-01,S Rock,2,0,13,5,1,0,1
2026-02-01,1,1,32,4,55,45,23,72
2026-02-01,1,2,8,2,19,3,13,24
2026-02-01,2,1,35,1,61,49,44,76
2026-02-01,2,2,7,1,26,45,11,48
2026-02-01,3,1,20,1,34,34,23,36
2026-02-01,3,2,2,1,12,21,9,26
2026-02-01,4,1,23,2,51,23,39,95
2026-02-01,4,2,6,1,31,36,21,55
2026-02-01,5,1,19,4,35,22,3,52
2026-02-01,5,2,3,0,3,0,3,8
2026-02-01,6,1,19,0,89,71,26,122
2026-02-01,6,2,4,1,31,25,16,37
2026-02-01,7,1,47,4,48,10,20,20
2026-02-01,7,2,2,0,7,2,11,11
2026-02-01,A,1,28,36,75,32,33,79
2026-02-01,A,2,7,15,20,7,14,34
2026-02-01,B,1,5,4,41,28,12,39
2026-02-01,C,1,10,3,35,14,8,29
2026-02-01,C,2,4,0,12,5,5,15
2026-02-01,D,1,15,5,60,11,37,96
2026-02-01,D,2,6,4,16,3,11,30
2026-02-01,E,1,12,2,51,13,52,58
2026-02-01,E,2,3,0,6,2,13,16
2026-02-01,F,1,19,7,81,37,52,94
2026-02-01,F,2,4,1,19,6,18,21
2026-02-01,G,1,14,3,42,30,36,44
2026-02-01,G,2,0,0,5,7,13,8
2026-02-01,JZ,1,8,5,28,31,14,54
2026-02-01,JZ,2,4,2,14,9,13,15
2026-02-01,L,1,15,3,63,29,39,33
2026-02-01,L,2,2,1,15,3,4,9
2026-02-01,M,1,7,1,44,24,9,57
2026-02-01,M,2,1,0,6,0,0,10
2026-02-01,N,1,22,13,91,45,47,88
2026-02-01,N,2,5,0,23,26,21,27
2026-02-01,Q,1,12,14,58,32,42,79
2026-02-01,Q,2,5,3,21,11,18,30
2026-02-01,R,1,12,4,54,28,19,47
2026-02-01,R,2,3,0,9,5,2,19
2026-02-01,S 42nd,1,0,0,1,0,0,1
2026-02-01,S 42nd,2,0,0,0,0,0,2
2026-02-01,S Fkln,1,0,0,0,0,0,1
2026-02-01,S Fkln,2,0,0,1,0,0,2
2026-02-01,S Rock,1,2,14,4,1,1,2
2026-02-01,S Rock,2,0,9,1,0,0,3
2026-03-01,1,1,26,1,61,54,32,70
2026-03-01,1,2,5,1,15,10,11,24
2026-03-01,2,1,27,1,67,81,53,87
2026-03-01,2,2,4,0,24,47,15,47
2026-03-01,3,1,27,0,38,58,18,48
2026-03-01,3,2,5,0,16,31,1,26
2026-03-01,4,1,24,0,57,31,43,82
2026-03-01,4,2,4,0,19,27,15,49
2026-03-01,5,1,7,4,48,47,13,61
2026-03-01,5,2,5,0,2,4,6,13
2026-03-01,6,1,26,0,77,89,49,165
2026-03-01,6,2,4,0,14,21,18,38
2026-03-01,7,1,34,2,55,16,38,40
2026-03-01,7,2,9,0,9,2,8,11
2026-03-01,A,1,24,39,99,31,40,85
2026-03-01,A,2,9,12,25,10,27,35
2026-03-01,B,1,13,0,56,19,17,53
2026-03-01,C,1,19,1,42,14,4,31
2026-03-01,C,2,3,0,9,6,10,24
2026-03-01,D,1,26,1,81,22,52,71
2026-03-01,D,2,14,2,19,7,14,21
2026-03-01,E,1,15,0,58,26,58,56
2026-03-01,E,2,1,0,6,2,22,20
2026-03-01,F,1,32,0,94,29,56,108
2026-03-01,F,2,2,0,12,6,30,24
2026-03-01,G,1,8,0,41,33,64,37
2026-03-01,G,2,0,0,6,6,5,3
2026-03-01,JZ,1,12,1,44,31,39,58
2026-03-01,JZ,2,3,2,12,7,6,25
2026-03-01,L,1,9,1,56,14,41,37
2026-03-01,L,2,4,1,14,0,3,12
2026-03-01,M,1,18,1,47,36,6,55
2026-03-01,M,2,1,0,6,2,3,6
2026-03-01,N,1,24,3,102,50,62,114
2026-03-01,N,2,12,0,31,17,27,32
2026-03-01,Q,1,9,1,64,39,53,82
2026-03-01,Q,2,2,0,15,10,18,23
2026-03-01,R,1,11,0,39,22,28,49
2026-03-01,R,2,6,0,13,0,1,19
2026-03-01,S 42nd,1,0,0,1,0,0,1
2026-03-01,S 42nd,2,0,0,0,0,0,1
2026-03-01,S Fkln,1,0,1,3,0,0,1
2026-03-01,S Fkln,2,0,0,0,0,0,0
2026-03-01,S Rock,1,1,10,6,2,8,4
2026-03-01,S Rock,2,0,10,1,0,0,2
2026-04-01,1,1,35,2,65,56,41,75
2026-04-01,1,2,11,0,22,16,11,12
2026-04-01,2,1,41,0,74,88,52,93
2026-04-01,2,2,7,0,26,57,9,52
2026-04-01,3,1,38,2,33,49,35,62
2026-04-01,3,2,7,0,9,43,8,20
2026-04-01,4,1,25,0,51,42,31,80
2026-04-01,4,2,3,0,20,32,10,26
2026-04-01,5,1,40,1,47,37,15,64
2026-04-01,5,2,1,0,4,16,6,18
2026-04-01,6,1,42,1,114,75,52,147
2026-04-01,6,2,8,0,13,24,24,37
2026-04-01,7,1,45,0,41,14,43,32
2026-04-01,7,2,5,0,10,2,10,11
2026-04-01,A,1,36,53,78,34,52,76
2026-04-01,A,2,14,23,24,6,38,39
2026-04-01,B,1,18,0,38,22,12,32
2026-04-01,C,1,12,0,28,18,7,31
2026-04-01,C,2,2,0,5,1,6,8
2026-04-01,D,1,21,2,62,16,76,68
2026-04-01,D,2,3,1,17,7,16,33
2026-04-01,E,1,5,1,58,16,61,71
2026-04-01,E,2,5,0,11,2,19,17
2026-04-01,F,1,21,1,104,26,68,94
2026-04-01,F,2,7,0,23,14,33,24
2026-04-01,G,1,18,0,39,31,38,39
2026-04-01,G,2,3,0,10,4,17,13
2026-04-01,JZ,1,14,1,38,36,41,45
2026-04-01,JZ,2,0,1,13,4,12,18
2026-04-01,L,1,17,1,57,2,45,19
2026-04-01,L,2,2,1,15,5,1,9
2026-04-01,M,1,15,1,59,36,7,37
2026-04-01,M,2,0,0,7,4,6,7
2026-04-01,N,1,26,3,65,52,69,92
2026-04-01,N,2,4,0,20,19,28,20
2026-04-01,Q,1,16,1,68,32,49,94
2026-04-01,Q,2,5,1,14,8,21,31
2026-04-01,R,1,13,0,43,18,28,47
2026-04-01,R,2,8,0,5,4,4,18
2026-04-01,S 42nd,1,0,0,0,1,0,3
2026-04-01,S Fkln,1,0,0,0,0,1,0
2026-04-01,S Rock,1,3,21,5,4,15,3
2026-04-01,S Rock,2,0,0,0,1,0,0
